slate_date,game_id,game,source,source_type,prediction_bucket,label,market_type,team,player,opponent,pitcher,line,odds,odds_estimated,implied_probability,fair_probability,fair_odds,edge,edge_pct,stake_units,confidence_tier,source_confidence,gates_passed,gate_status,gate_conditions,promotion_eligibility,kill_switch,audit_ledger,rationale_short,rationale_full,status,result,profit_units,grading_notes,source_urls,timestamp
2026-05-14,,Rockies @ Pirates,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: PNC Park. Away starter: Chase Dollander, RHP. Home starter: Mason Montgomery, LHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Nationals @ Reds,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: Great American Ball Park. Away starter: Foster Griffin, LHP. Home starter: Chase Burns, RHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Tigers @ Mets,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: Citi Field. Away starter: Keider Montero, RHP. Home starter: Nolan McLean, RHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Marlins @ Twins,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: Target Field. Away starter: Braxton Garrett, LHP. Home starter: Zebby Matthews, RHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Padres @ Brewers,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: American Family Field. Away starter: Griffin Canning, RHP. Home starter: Kyle Harrison, LHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Mariners @ Astros,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: Daikin Park. Away starter: Luis Castillo, RHP. Home starter: Mike Burrows, RHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Cardinals @ Athletics,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,A,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,FINAL; eligible=No,"Venue: Sutter Health Park. Away starter: Michael McGreevy, RHP. Home starter: Jacob Lopez, LHP. Away lineup: Official/final. Home lineup: Official/final. Notes: Already final by snapshot; no pregame-card eligibility.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Phillies @ Red Sox,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,B,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,PREGAME DELAYED; eligible=No for now,"Venue: Fenway Park. Away starter: Jesus Luzardo, LHP. Home starter: Ranger Suarez, LHP. Away lineup: Confirmed on MLB snapshot. Home lineup: Confirmed on MLB snapshot. Notes: Weather delay; pre-delay prices stale until books relist. Turner illness reporting requires lineup recheck.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Cubs @ Braves,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,B,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,PREGAME; eligible=Yes,"Venue: Truist Park. Away starter: Ben Brown, RHP. Home starter: Chris Sale, LHP. Away lineup: Confirmed. Home lineup: Confirmed. Notes: Cleanest official pregame setup: confirmed starters, confirmed lineups, playable weather.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
2026-05-14,,Royals @ White Sox,MLB.com / Baseball Savant via Deep Research packet,slate_map,raw_research,,,,,,,,,,,,,,,,,B,false,RESEARCH_CAPTURE,,,NOT_EVALUATED,,PREGAME; eligible=Yes,"Venue: Rate Field. Away starter: Kris Bubic, LHP. Home starter: Anthony Kay, LHP. Away lineup: Confirmed. Home lineup: Confirmed. Notes: Confirmed starters and lineups; total market showed 7.5/8.0 dispersion.",research_ingested,,,,https://www.mlb.com/starting-lineups; https://www.mlb.com/probable-pitchers; https://baseballsavant.mlb.com/probable-pitchers,2026-05-14T18:39:00-04:00
